id,timestamp,weight_kg,t_o,t,h,p
1780,"2026-04-24 21:57:41",41.128,7.1,35.2,53.0,987.3
1781,"2026-04-24 22:02:40",41.124,6.9,35.3,51.0,987.3
1782,"2026-04-24 22:07:41",41.1209,6.7,35.3,52.0,987.4
1783,"2026-04-24 22:12:41",41.1185,7.0,35.3,53.0,987.4
1784,"2026-04-24 22:17:40",41.1174,6.9,35.2,51.0,987.5
1785,"2026-04-24 22:22:41",41.1151,6.4,35.2,51.0,987.6
1786,"2026-04-24 22:27:41",41.1124,6.4,35.3,51.0,987.5
1787,"2026-04-24 22:32:40",41.1104,6.5,35.2,55.0,987.5
1788,"2026-04-24 22:37:40",41.1081,6.2,35.3,54.0,987.5
1789,"2026-04-24 22:42:40",41.107,6.2,35.3,52.0,987.6
1790,"2026-04-24 22:47:40",41.1045,5.9,35.3,55.0,987.7
1791,"2026-04-24 22:52:41",41.1029,5.7,35.3,52.0,987.8
1792,"2026-04-24 22:57:40",41.1009,5.6,35.2,49.0,987.8
1793,"2026-04-24 23:02:40",41.0986,5.8,35.2,54.0,987.8
1794,"2026-04-24 23:07:40",41.0978,5.6,35.2,53.0,987.9
1795,"2026-04-24 23:12:40",41.0964,5.3,35.3,55.0,987.9
1796,"2026-04-24 23:17:40",41.0927,5.3,35.3,53.0,987.9
1797,"2026-04-24 23:22:40",41.0953,5.6,35.2,54.0,987.9
1798,"2026-04-24 23:27:40",41.0931,5.2,35.3,52.0,988.0
1799,"2026-04-24 23:32:40",41.0913,4.9,35.3,53.0,988.0
1800,"2026-04-24 23:37:40",41.0898,4.8,35.2,50.0,987.9
1801,"2026-04-24 23:42:40",41.09,4.9,35.1,52.0,988.0
1802,"2026-04-24 23:47:40",41.088,4.8,35.3,54.0,988.0
1803,"2026-04-24 23:52:40",41.0889,4.8,35.3,50.0,987.9
1804,"2026-04-24 23:57:40",41.0879,4.5,35.3,55.0,987.9
1805,"2026-04-25 00:02:40",41.0867,4.8,35.3,52.0,987.9
1806,"2026-04-25 00:07:41",41.0865,4.8,35.3,51.0,987.9
1807,"2026-04-25 00:12:40",41.0858,4.3,35.3,53.0,988.0
1808,"2026-04-25 00:17:40",41.0845,4.2,35.3,52.0,987.9
1809,"2026-04-25 00:22:40",41.0827,4.4,35.3,51.0,987.9
1810,"2026-04-25 00:27:40",41.0826,4.3,35.3,55.0,987.9
1811,"2026-04-25 00:32:40",41.0816,4.1,35.2,51.0,988.1
1812,"2026-04-25 00:37:40",41.0772,3.9,35.2,52.0,988.0
1813,"2026-04-25 00:42:40",41.079,3.9,35.2,53.0,988.0
1814,"2026-04-25 00:47:41",41.0775,3.9,35.1,51.0,988.0
1815,"2026-04-25 00:52:40",41.0774,3.8,35.1,51.0,988.0
1816,"2026-04-25 00:57:40",41.0759,3.5,35.1,48.0,988.0
1817,"2026-04-25 01:02:40",41.0748,3.4,35.2,54.0,987.9
1818,"2026-04-25 01:07:40",41.0732,3.4,35.1,56.0,988.0
1819,"2026-04-25 01:12:40",41.0721,3.5,35.2,54.0,987.9
1820,"2026-04-25 01:17:40",41.0728,3.7,35.2,53.0,987.9
1821,"2026-04-25 01:22:40",41.0709,3.2,35.2,52.0,988.0
1822,"2026-04-25 01:27:40",41.0695,2.9,35.2,54.0,988.0
1823,"2026-04-25 01:32:40",41.0696,2.9,35.1,51.0,988.0
1824,"2026-04-25 01:37:40",41.0686,2.9,35.2,54.0,987.9
1825,"2026-04-25 01:42:40",41.0688,3.6,35.2,56.0,987.9
1826,"2026-04-25 01:47:40",41.07,3.6,35.1,55.0,987.9
1827,"2026-04-25 01:52:40",41.0711,3.5,35.3,54.0,987.9
1828,"2026-04-25 01:57:40",41.07,3.8,35.2,49.0,987.8
1829,"2026-04-25 02:02:40",41.0755,4.6,35.2,53.0,987.8
1830,"2026-04-25 02:07:40",41.076,4.6,35.3,51.0,987.8
1831,"2026-04-25 02:12:40",41.0816,5.0,35.2,53.0,987.8
1832,"2026-04-25 02:17:40",41.084,4.8,35.2,55.0,987.8
1833,"2026-04-25 02:22:40",41.085,4.5,35.2,50.0,987.8
1834,"2026-04-25 02:27:40",41.0849,4.1,35.1,53.0,987.8
1835,"2026-04-25 02:32:40",41.0862,3.9,35.2,50.0,987.8
1836,"2026-04-25 02:37:40",41.0838,4.5,35.2,48.0,987.8
1837,"2026-04-25 02:42:40",41.09,5.2,35.3,52.0,987.8
1838,"2026-04-25 02:47:40",41.0938,5.9,35.2,47.0,987.9
1839,"2026-04-25 02:52:40",41.0962,5.8,35.2,52.0,987.9
1840,"2026-04-25 02:57:40",41.0961,5.2,35.2,52.0,987.9
1841,"2026-04-25 03:02:40",41.1003,5.7,35.2,52.0,987.8
1842,"2026-04-25 03:07:40",41.1016,5.7,35.3,52.0,987.8
1843,"2026-04-25 03:12:40",41.1037,5.8,35.2,50.0,987.9
1844,"2026-04-25 03:17:40",41.1057,5.7,35.2,50.0,987.9
1845,"2026-04-25 03:22:40",41.1081,5.6,35.2,56.0,987.9
1846,"2026-04-25 03:27:40",41.1092,5.6,35.2,52.0,987.9
1847,"2026-04-25 03:32:40",41.1106,5.6,35.2,52.0,987.9
1848,"2026-04-25 03:37:40",41.1114,5.3,35.3,53.0,987.9
1849,"2026-04-25 03:42:40",41.1089,5.1,35.1,54.0,987.8
1850,"2026-04-25 03:47:40",41.1086,5.4,35.1,51.0,987.8
1851,"2026-04-25 03:52:40",41.1066,5.6,35.2,52.0,987.8
1852,"2026-04-25 03:57:40",41.1118,5.5,35.2,50.0,987.8
1853,"2026-04-25 04:02:40",41.1104,5.4,35.2,51.0,987.9
1854,"2026-04-25 04:07:40",41.1103,5.3,35.2,51.0,987.9
1855,"2026-04-25 04:12:40",41.1096,4.9,35.1,54.0,987.9
1856,"2026-04-25 04:17:42",41.1069,4.4,35.2,51.0,987.9
1857,"2026-04-25 04:22:40",41.1053,3.9,35.2,51.0,987.8
1858,"2026-04-25 04:27:40",41.101,4.3,35.2,49.0,987.8
1859,"2026-04-25 04:32:40",41.0978,3.8,35.3,53.0,987.9
1860,"2026-04-25 04:37:40",41.0932,3.6,35.2,52.0,987.9
1861,"2026-04-25 04:42:40",41.0898,3.2,35.2,53.0,987.9
1862,"2026-04-25 04:47:40",41.0879,2.9,35.2,53.0,987.9
1863,"2026-04-25 04:52:40",41.0855,2.5,35.0,53.0,988.0
1864,"2026-04-25 04:57:40",41.0824,2.3,35.1,52.0,988.0
1865,"2026-04-25 05:02:40",41.0794,2.1,35.2,53.0,987.9
1866,"2026-04-25 05:07:40",41.0764,1.9,35.3,54.0,988.0
1867,"2026-04-25 05:12:40",41.0731,1.8,35.3,52.0,988.0
1868,"2026-04-25 05:17:40",41.0691,1.8,35.2,50.0,988.0
1869,"2026-04-25 05:22:40",41.066,1.8,35.3,52.0,988.0
1870,"2026-04-25 05:27:40",41.0654,1.6,35.2,52.0,988.0
1871,"2026-04-25 05:32:40",41.0632,1.4,35.2,50.0,987.9
1872,"2026-04-25 05:37:40",41.0622,1.4,35.2,52.0,987.9
1873,"2026-04-25 05:42:40",41.0601,1.2,35.2,49.0,987.8
1874,"2026-04-25 05:47:40",41.059,1.4,35.2,51.0,987.8
1875,"2026-04-25 05:52:40",41.0579,1.3,35.2,54.0,987.8
1876,"2026-04-25 05:57:40",41.057,1.1,35.2,49.0,987.7
1877,"2026-04-25 06:02:40",41.0544,0.9,35.2,53.0,987.8
1878,"2026-04-25 06:07:40",41.0532,1.0,35.2,51.0,987.9
1879,"2026-04-25 06:12:40",41.0533,1.2,35.2,55.0,987.9
1880,"2026-04-25 06:17:40",41.053,1.3,35.2,50.0,987.9
1881,"2026-04-25 06:22:40",41.0532,1.7,35.1,50.0,987.9
1882,"2026-04-25 06:27:40",41.0537,1.9,35.2,54.0,987.9
1883,"2026-04-25 06:32:40",41.0564,2.4,35.1,53.0,988.0
1884,"2026-04-25 06:37:40",41.0575,2.9,35.2,51.0,988.0
1885,"2026-04-25 06:42:40",41.062,3.4,35.2,53.0,988.0
1886,"2026-04-25 06:47:40",41.0655,3.9,35.3,55.0,988.0
1887,"2026-04-25 06:52:40",41.0699,4.2,35.2,54.0,988.1
1888,"2026-04-25 06:57:40",41.073,4.6,35.2,54.0,988.1
1889,"2026-04-25 07:02:40",41.0748,5.1,35.2,49.0,988.2
1890,"2026-04-25 07:07:40",41.0801,5.3,35.1,51.0,988.2
1891,"2026-04-25 07:12:40",41.0852,5.7,35.2,54.0,988.2
1892,"2026-04-25 07:17:40",41.089,6.2,35.2,52.0,988.2
1893,"2026-04-25 07:22:40",41.0946,6.4,35.1,51.0,988.2
1894,"2026-04-25 07:27:40",41.0986,6.6,35.1,53.0,988.2
1895,"2026-04-25 07:32:40",41.0968,7.1,35.1,52.0,988.2
1896,"2026-04-25 07:37:40",41.0997,7.4,35.1,47.0,988.3
1897,"2026-04-25 07:42:40",41.1032,7.7,35.2,52.0,988.3
1898,"2026-04-25 07:47:40",41.104,8.0,35.2,51.0,988.4
1899,"2026-04-25 07:52:40",41.1053,8.5,35.2,50.0,988.3
1900,"2026-04-25 07:57:40",41.1075,8.7,35.2,52.0,988.3
1901,"2026-04-25 08:02:40",41.1054,8.8,35.2,52.0,988.3
1902,"2026-04-25 08:07:40",41.103,9.2,35.2,50.0,988.3
1903,"2026-04-25 08:12:40",41.1024,9.4,35.2,52.0,988.3
1904,"2026-04-25 08:17:40",41.0976,9.4,35.2,52.0,988.4
1905,"2026-04-25 08:22:40",41.09,9.3,35.3,53.0,988.4
1906,"2026-04-25 08:27:40",41.0842,9.8,35.3,49.0,988.3
1907,"2026-04-25 08:32:40",41.0641,9.9,35.4,53.0,988.4
1908,"2026-04-25 08:37:40",41.0528,10.2,35.3,51.0,988.4
1909,"2026-04-25 08:42:40",41.0455,10.2,35.3,51.0,988.4
1910,"2026-04-25 08:47:40",41.0399,10.5,35.3,50.0,988.3
1911,"2026-04-25 08:52:40",41.0089,10.8,35.3,47.0,988.3
1912,"2026-04-25 08:57:40",40.9904,10.6,35.4,52.0,988.2
1913,"2026-04-25 09:02:40",40.9716,11.1,35.4,50.0,988.3
1914,"2026-04-25 09:07:40",40.9314,11.3,35.4,52.0,988.3
1915,"2026-04-25 09:12:40",40.9028,11.6,35.4,50.0,988.2
1916,"2026-04-25 09:17:40",40.8603,11.9,35.5,51.0,988.2
1917,"2026-04-25 09:22:40",40.8178,12.3,35.5,49.0,988.2
1918,"2026-04-25 09:27:40",40.7807,12.1,35.6,53.0,988.1
1919,"2026-04-25 09:32:40",40.7432,12.6,35.6,52.0,988.1
1920,"2026-04-25 09:37:40",40.7258,12.6,35.6,54.0,988.0
1921,"2026-04-25 09:42:40",40.6963,12.9,35.6,53.0,988.0
1922,"2026-04-25 09:47:40",40.6704,12.8,35.6,52.0,988.0
1923,"2026-04-25 09:52:40",40.6767,13.4,35.6,53.0,987.9
1924,"2026-04-25 09:57:40",40.6824,13.3,35.6,53.0,987.9
1925,"2026-04-25 10:02:40",40.6865,13.6,35.6,51.0,988.0
1926,"2026-04-25 10:07:40",40.6946,13.6,35.7,57.0,987.9
1927,"2026-04-25 10:12:40",40.7036,13.8,35.7,54.0,987.9
1928,"2026-04-25 10:17:40",40.711,14.3,35.7,51.0,987.8
1929,"2026-04-25 10:22:40",40.7216,13.8,35.7,49.0,987.8
1930,"2026-04-25 10:27:40",40.7274,14.2,35.6,52.0,987.8
1931,"2026-04-25 10:32:40",40.7385,14.6,35.6,52.0,987.7
1932,"2026-04-25 10:37:40",40.7359,14.6,35.6,53.0,987.7
1933,"2026-04-25 10:42:40",40.7518,14.2,35.6,50.0,987.6
1934,"2026-04-25 10:47:40",40.7558,14.5,35.7,54.0,987.6
1935,"2026-04-25 10:52:40",40.759,14.5,35.7,56.0,987.6
1936,"2026-04-25 10:57:40",41.1098,14.9,35.6,49.0,987.5
1937,"2026-04-25 11:02:40",40.4991,15.2,35.6,52.0,987.5
1938,"2026-04-25 11:07:40",40.7118,15.5,35.6,53.0,987.3
1939,"2026-04-25 11:12:40",40.7096,15.6,35.6,54.0,987.4
1940,"2026-04-25 11:17:40",40.7217,15.7,35.6,57.0,987.3
1941,"2026-04-25 11:22:40",40.7185,15.4,35.5,45.0,987.3
1942,"2026-04-25 11:27:40",40.699,15.7,35.5,50.0,987.4
1943,"2026-04-25 11:32:40",40.724,15.9,35.5,54.0,987.3
1944,"2026-04-25 11:37:40",40.7251,15.9,35.4,47.0,987.3
1945,"2026-04-25 11:42:40",40.6837,15.9,35.4,23.0,987.3
1946,"2026-04-25 11:47:40",40.7263,16.1,35.4,47.0,987.4
1947,"2026-04-25 11:52:40",40.7415,16.1,35.4,50.0,987.3
1948,"2026-04-25 11:57:40",40.7524,16.3,35.3,54.0,987.3
1949,"2026-04-25 12:02:40",40.7528,16.7,35.3,36.0,987.2
1950,"2026-04-25 12:07:40",40.7556,16.4,35.3,40.0,987.2
1951,"2026-04-25 12:12:40",40.7732,16.4,35.4,46.0,987.0
1952,"2026-04-25 12:17:40",40.7981,16.8,35.4,55.0,987.0
1953,"2026-04-25 12:22:40",40.8068,16.5,35.4,55.0,986.9
1954,"2026-04-25 12:27:40",40.8168,16.1,35.3,37.0,986.8
1955,"2026-04-25 12:32:40",40.8333,16.4,35.3,33.0,986.8
1956,"2026-04-25 12:37:40",40.8354,17.6,35.3,53.0,986.8
1957,"2026-04-25 12:42:40",40.8456,17.6,35.3,54.0,986.7
1958,"2026-04-25 12:47:40",40.8513,18.2,35.3,55.0,986.6
1959,"2026-04-25 12:52:40",40.8779,18.9,35.4,54.0,986.6
1960,"2026-04-25 12:57:40",40.8909,18.9,35.5,59.0,986.5
1961,"2026-04-25 13:02:40",40.8996,19.1,35.5,56.0,986.4
1962,"2026-04-25 13:07:40",40.9266,19.2,35.5,56.0,986.4
1963,"2026-04-25 13:12:40",40.9478,19.2,35.6,55.0,986.3
1964,"2026-04-25 13:17:40",40.9752,19.3,35.5,57.0,986.3
1965,"2026-04-25 13:22:40",40.9818,19.2,35.5,51.0,986.2
1966,"2026-04-25 13:27:40",41.0027,19.4,35.6,55.0,986.3
1967,"2026-04-25 13:32:40",40.9981,19.1,35.5,56.0,986.2
1968,"2026-04-25 13:37:40",41.0167,19.5,35.5,59.0,986.1
1969,"2026-04-25 13:42:40",41.0297,19.9,35.5,57.0,986.0
1970,"2026-04-25 13:47:40",41.0236,20.4,35.6,60.0,986.0
1971,"2026-04-25 13:52:40",41.0294,20.0,35.5,57.0,985.9
1972,"2026-04-25 13:57:40",41.0251,20.1,35.6,59.0,985.9
1973,"2026-04-25 14:02:40",41.0223,20.1,35.5,60.0,985.8
1974,"2026-04-25 14:07:40",41.0438,19.8,35.4,51.0,985.8
1975,"2026-04-25 14:12:40",41.0371,20.2,35.4,57.0,985.7
1976,"2026-04-25 14:17:40",41.0431,20.6,35.4,56.0,985.6
1977,"2026-04-25 14:22:40",41.0576,21.2,35.5,55.0,985.5
1978,"2026-04-25 14:27:40",41.0763,21.2,35.5,59.0,985.5
1979,"2026-04-25 14:32:40",41.0887,21.2,35.6,58.0,985.4
1980,"2026-04-25 14:37:40",41.1026,21.4,35.6,55.0,985.4
1981,"2026-04-25 14:42:40",41.1137,21.7,35.6,44.0,985.2
1982,"2026-04-25 14:47:40",41.1245,21.8,35.7,57.0,985.1
1983,"2026-04-25 14:52:40",41.1298,21.8,35.7,53.0,985.2
1984,"2026-04-25 14:57:40",41.1415,21.4,35.7,57.0,985.0
1985,"2026-04-25 15:02:40",41.145,21.6,35.7,52.0,985.0
1986,"2026-04-25 15:07:40",41.1542,22.1,35.7,53.0,984.9
1987,"2026-04-25 15:12:40",41.1535,22.2,35.6,56.0,984.8
1988,"2026-04-25 15:17:40",41.1742,22.5,35.6,57.0,984.8
1989,"2026-04-25 15:22:40",41.1703,22.2,35.6,58.0,984.8
1990,"2026-04-25 15:27:40",41.1804,22.6,35.6,57.0,984.7
1991,"2026-04-25 15:32:40",41.1853,22.6,35.7,56.0,984.8
1992,"2026-04-25 15:37:40",41.1905,22.6,35.6,57.0,984.6
1993,"2026-04-25 15:42:40",41.1954,22.4,35.6,56.0,984.6
1994,"2026-04-25 15:47:40",41.1992,22.7,35.5,34.0,984.4
1995,"2026-04-25 15:52:40",41.1977,22.6,35.6,55.0,984.4
1996,"2026-04-25 15:57:40",41.1983,22.3,35.5,40.0,984.4
1997,"2026-04-25 16:02:40",41.1957,22.9,35.5,57.0,984.4
1998,"2026-04-25 16:07:40",41.2115,23.3,35.5,55.0,984.3
1999,"2026-04-25 16:12:40",41.2049,23.2,35.4,25.0,984.2
2000,"2026-04-25 16:17:40",41.2102,22.7,35.3,29.0,984.1
2001,"2026-04-25 16:22:40",41.2275,23.4,35.4,54.0,984.1
2002,"2026-04-25 16:27:40",41.2233,22.9,35.3,29.0,984.0
2003,"2026-04-25 16:32:40",41.2306,23.6,35.4,52.0,984.1
2004,"2026-04-25 16:37:40",41.2333,23.7,35.4,54.0,984.0
2005,"2026-04-25 16:42:40",41.2433,24.7,35.4,47.0,984.0
2006,"2026-04-25 16:47:40",41.243,24.8,35.5,44.0,984.1
2007,"2026-04-25 16:52:40",41.2549,24.4,35.5,52.0,984.1
2008,"2026-04-25 16:57:40",41.2583,24.6,35.5,52.0,984.1
2009,"2026-04-25 17:02:40",41.2587,25.1,35.6,50.0,984.0
2010,"2026-04-25 17:07:40",41.2649,24.3,35.6,55.0,984.0
2011,"2026-04-25 17:12:40",41.2593,24.2,35.5,26.0,983.9
2012,"2026-04-25 17:17:40",41.2721,23.2,35.7,54.0,984.0
2013,"2026-04-25 17:22:40",41.2813,22.9,35.6,49.0,984.0
2014,"2026-04-25 17:27:40",41.2956,22.9,35.5,35.0,983.9
2015,"2026-04-25 17:32:40",41.2991,22.8,35.6,52.0,984.0
2016,"2026-04-25 17:37:40",41.3167,22.8,35.6,52.0,984.0
2017,"2026-04-25 17:42:40",41.3191,23.0,35.5,50.0,984.0
2018,"2026-04-25 17:47:40",41.3347,22.2,35.5,44.0,983.9
2019,"2026-04-25 17:52:40",41.3418,21.9,35.4,46.0,984.0
2020,"2026-04-25 17:57:40",41.358,21.8,35.5,38.0,984.0
2021,"2026-04-25 18:02:40",41.3799,21.6,35.4,47.0,983.9
2022,"2026-04-25 18:07:40",41.4013,21.0,35.4,54.0,984.0
2023,"2026-04-25 18:12:40",41.4121,20.5,35.3,40.0,983.9
2024,"2026-04-25 18:17:40",41.4273,20.4,35.3,47.0,984.0
2025,"2026-04-25 18:22:40",41.4336,20.0,35.3,35.0,984.0
2026,"2026-04-25 18:27:40",41.4552,20.1,35.3,54.0,984.0
2027,"2026-04-25 18:32:40",41.4682,20.1,35.5,53.0,984.0
2028,"2026-04-25 18:37:40",41.4719,19.3,35.3,51.0,984.0
2029,"2026-04-25 18:42:40",41.4733,18.6,35.3,52.0,984.0
2030,"2026-04-25 18:47:40",41.4723,18.2,35.4,51.0,984.0
2031,"2026-04-25 18:52:40",41.4726,17.9,35.4,54.0,984.0
2032,"2026-04-25 18:57:40",41.4857,17.6,35.3,51.0,984.1
2033,"2026-04-25 19:02:40",41.4907,17.6,35.3,54.0,984.1
2034,"2026-04-25 19:07:40",41.4959,17.4,35.4,53.0,984.0
2035,"2026-04-25 19:12:40",41.5005,17.1,35.3,50.0,984.1
2036,"2026-04-25 19:17:40",41.5018,15.9,35.4,50.0,984.1
2037,"2026-04-25 19:22:40",41.4989,15.4,35.4,53.0,984.1
2038,"2026-04-25 19:27:40",41.4988,15.1,35.3,47.0,984.1
2039,"2026-04-25 19:32:40",41.5014,15.0,35.4,53.0,984.1
2040,"2026-04-25 19:37:40",41.4998,14.1,35.3,48.0,984.1
2041,"2026-04-25 19:42:40",41.4922,13.8,35.3,47.0,984.1
2042,"2026-04-25 19:47:40",41.4877,13.5,35.3,48.0,984.1
2043,"2026-04-25 19:52:40",41.4829,12.6,35.2,53.0,984.1
2044,"2026-04-25 19:57:40",41.4757,12.1,35.3,51.0,984.1
2045,"2026-04-25 20:02:40",41.4677,11.8,35.2,51.0,984.2
2046,"2026-04-25 20:07:40",41.4623,11.1,35.2,49.0,984.2
2047,"2026-04-25 20:12:40",41.4563,10.6,35.2,56.0,984.2
2048,"2026-04-25 20:17:40",41.4505,10.3,35.2,51.0,984.2
2049,"2026-04-25 20:22:40",41.4456,10.0,35.2,48.0,984.2
2050,"2026-04-25 20:27:40",41.4402,9.9,35.2,51.0,984.3
2051,"2026-04-25 20:32:40",41.4354,9.6,35.2,53.0,984.4
2052,"2026-04-25 20:37:40",41.4299,9.1,35.2,55.0,984.4
2053,"2026-04-25 20:42:40",41.4277,8.8,35.2,52.0,984.4
2054,"2026-04-25 20:47:40",41.4232,8.6,35.2,51.0,984.4
2055,"2026-04-25 20:52:40",41.4198,8.1,35.3,54.0,984.5
2056,"2026-04-25 20:57:40",41.4148,8.0,35.3,57.0,984.5
2057,"2026-04-25 21:02:40",41.4113,7.7,35.3,54.0,984.4
2058,"2026-04-25 21:07:40",41.4081,8.0,35.3,49.0,984.4
2059,"2026-04-25 21:12:40",41.4044,7.4,35.3,54.0,984.4
2060,"2026-04-25 21:17:40",41.4006,7.1,35.3,52.0,984.5
2061,"2026-04-25 21:22:40",41.3967,6.8,35.3,52.0,984.5
2062,"2026-04-25 21:27:40",41.3938,6.8,35.3,54.0,984.4
2063,"2026-04-25 21:32:40",41.3899,6.6,35.2,48.0,984.4
2064,"2026-04-25 21:37:40",41.3871,6.1,35.2,54.0,984.4
2065,"2026-04-25 21:42:40",41.3833,6.4,35.2,53.0,984.5
2066,"2026-04-25 21:47:40",41.3798,6.0,35.1,50.0,984.5
2067,"2026-04-25 21:52:40",41.3777,5.8,35.2,53.0,984.4
2068,"2026-04-25 21:57:40",41.3738,5.4,35.2,52.0,984.4
2069,"2026-04-25 22:02:40",41.372,5.5,35.2,48.0,984.5
2070,"2026-04-25 22:07:40",41.3688,5.2,35.2,51.0,984.4
2071,"2026-04-25 22:12:40",41.3668,5.4,35.2,55.0,984.5
2072,"2026-04-25 22:17:40",41.3637,5.2,35.1,53.0,984.5
2073,"2026-04-25 22:22:40",41.3626,5.0,35.1,50.0,984.6
2074,"2026-04-25 22:27:40",41.3605,4.9,35.1,50.0,984.5
2075,"2026-04-25 22:32:40",41.3572,4.6,35.1,52.0,984.5
2076,"2026-04-25 22:37:40",41.3555,4.6,35.1,53.0,984.5
2077,"2026-04-25 22:42:40",41.3548,4.5,35.0,48.0,984.5
2078,"2026-04-25 22:47:40",41.3527,4.7,35.1,57.0,984.5
2079,"2026-04-25 22:52:40",41.3512,4.6,35.1,53.0,984.5
2080,"2026-04-25 22:57:40",41.3503,4.8,35.0,48.0,984.6
2081,"2026-04-25 23:02:40",41.3505,4.9,35.1,52.0,984.7
2082,"2026-04-25 23:07:40",41.3479,4.4,35.2,51.0,984.6
2083,"2026-04-25 23:12:40",41.3482,4.3,35.1,54.0,984.7
2084,"2026-04-25 23:17:40",41.3468,4.6,35.0,52.0,984.7
2085,"2026-04-25 23:22:40",41.3453,4.1,35.1,55.0,984.7
2086,"2026-04-25 23:27:40",41.3445,3.9,35.2,53.0,984.7
2087,"2026-04-25 23:32:40",41.3427,4.0,35.2,51.0,984.7
2088,"2026-04-25 23:37:40",41.3427,4.1,35.0,52.0,984.7
2089,"2026-04-25 23:42:40",41.3414,3.8,35.0,52.0,984.8
2090,"2026-04-25 23:47:40",41.3394,3.6,35.0,50.0,984.7
2091,"2026-04-25 23:52:40",41.3375,3.8,35.0,48.0,984.7
2092,"2026-04-25 23:57:40",41.3365,3.8,35.0,48.0,984.8
2093,"2026-04-26 00:02:40",41.3373,4.0,35.0,54.0,984.8
2094,"2026-04-26 00:07:40",41.3367,3.8,35.0,52.0,984.7
2095,"2026-04-26 00:12:40",41.3347,3.6,35.1,50.0,984.7
2096,"2026-04-26 00:17:40",41.3345,3.5,35.1,52.0,984.7
2097,"2026-04-26 00:22:40",41.3342,3.2,35.1,52.0,984.6
2098,"2026-04-26 00:27:40",41.3331,3.2,35.1,52.0,984.6
2099,"2026-04-26 00:32:40",41.331,3.1,35.1,52.0,984.5
2100,"2026-04-26 00:37:40",41.3299,3.1,35.1,52.0,984.6
2101,"2026-04-26 00:42:40",41.3283,3.2,35.0,56.0,984.7
2102,"2026-04-26 00:47:40",41.3293,3.2,34.9,47.0,984.7
2103,"2026-04-26 00:52:40",41.3278,3.0,34.9,49.0,984.7
2104,"2026-04-26 00:57:40",41.3271,2.9,35.1,56.0,984.7
2105,"2026-04-26 01:02:40",41.3263,2.9,35.0,55.0,984.7
2106,"2026-04-26 01:07:40",41.3238,2.9,35.1,53.0,984.7
2107,"2026-04-26 01:12:40",41.3257,2.9,35.1,49.0,984.8
2108,"2026-04-26 01:17:40",41.3253,2.9,34.9,50.0,984.9
2109,"2026-04-26 01:22:40",41.3248,2.9,35.0,53.0,984.8
2110,"2026-04-26 01:27:40",41.3245,2.6,35.0,54.0,984.8
2111,"2026-04-26 01:32:40",41.3241,2.8,35.0,54.0,984.7
2112,"2026-04-26 01:37:40",41.3234,2.4,35.0,56.0,984.6
2113,"2026-04-26 01:42:40",41.3225,2.7,35.1,49.0,984.7
2114,"2026-04-26 01:47:40",41.3222,2.4,35.0,50.0,984.7
2115,"2026-04-26 01:52:40",41.3229,2.6,35.1,56.0,984.9
2116,"2026-04-26 01:57:40",41.3221,2.6,35.0,54.0,984.9
2117,"2026-04-26 02:02:40",41.3206,2.6,35.1,52.0,985.0
2118,"2026-04-26 02:07:40",41.3224,2.5,35.1,51.0,985.0
2119,"2026-04-26 02:12:40",41.323,2.4,35.1,54.0,985.1
2120,"2026-04-26 02:17:40",41.3208,2.3,35.1,53.0,985.2
2121,"2026-04-26 02:22:40",41.3223,2.3,35.0,54.0,985.2
2122,"2026-04-26 02:27:40",41.3223,2.1,35.1,57.0,985.2
2123,"2026-04-26 02:32:40",41.321,1.9,35.1,52.0,985.3
2124,"2026-04-26 02:37:40",41.32,1.8,35.1,52.0,985.2
2125,"2026-04-26 02:42:40",41.3203,1.9,35.1,50.0,985.2
2126,"2026-04-26 02:47:40",41.3204,1.9,35.0,51.0,985.2
2127,"2026-04-26 02:52:40",41.3211,2.2,35.0,54.0,985.3
2128,"2026-04-26 02:57:40",41.3211,2.4,35.0,51.0,985.4
2129,"2026-04-26 03:02:40",41.3215,2.3,35.1,57.0,985.4
2130,"2026-04-26 03:07:40",41.3238,2.5,35.1,49.0,985.4
2131,"2026-04-26 03:12:40",41.3235,2.7,35.1,49.0,985.5
2132,"2026-04-26 03:17:40",41.3272,2.9,35.1,49.0,985.4
2133,"2026-04-26 03:22:40",41.3304,3.3,35.0,52.0,985.4
2134,"2026-04-26 03:27:40",41.333,3.7,35.1,58.0,985.5
2135,"2026-04-26 03:32:40",41.3384,4.6,35.1,49.0,985.5
2136,"2026-04-26 03:37:40",41.3421,5.6,35.1,52.0,985.5
2137,"2026-04-26 03:42:40",41.355,7.7,35.0,53.0,985.5
2138,"2026-04-26 03:47:40",41.3694,8.4,35.0,53.0,985.5
2139,"2026-04-26 03:52:40",41.3725,8.8,35.0,58.0,985.6
2140,"2026-04-26 03:57:40",41.3877,8.7,35.0,44.0,985.6
2141,"2026-04-26 04:02:40",41.3885,8.8,35.1,53.0,985.8
2142,"2026-04-26 04:07:40",41.3974,8.4,35.2,54.0,985.8
2143,"2026-04-26 04:12:40",41.3945,8.4,35.2,56.0,985.9
2144,"2026-04-26 04:17:40",41.3949,8.7,35.2,51.0,986.1
2145,"2026-04-26 04:22:40",41.3937,8.4,35.2,51.0,986.1
2146,"2026-04-26 04:27:40",41.3887,7.6,35.2,52.0,986.1
2147,"2026-04-26 04:32:40",41.3818,7.6,35.2,54.0,986.2
